,@type,datePublished,headline,inLanguage,reviewBody,author_@type,author_image,author_name,author_url,itemReviewed_@type,itemReviewed_name,publisher_@type,publisher_name,publisher_sameAs,reviewRating_@type,reviewRating_ratingValue
67,Review,2020-07-27T09:13:07+00:00,A good booking experience,en,"A good booking experience. I cannot yet comment on the content or course itself as I've only just started, however, the welcome webinar session was both useful and informative. No regrets so far.",Person,,Jaishree,https://uk.trustpilot.com/users/5c150e9e1f403d1e7b98b454,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,4
68,Review,2020-07-24T20:22:48+00:00,Roddy really helped with getting me set…,en,Roddy really helped with getting me set up. Looking forward to getting started.,Person,,customer,https://uk.trustpilot.com/users/5a3dce0f0000ff000af55933,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
69,Review,2020-07-24T12:16:15+00:00,Easy Peasy!,en,"Quick, easy and efficient. Booked onto my programme within two days! 

Thanks DPG :) Sean, Roderick and Clare.",Person,,Dee,https://uk.trustpilot.com/users/5f1ad10ef6abf054e827f363,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
70,Review,2020-07-24T09:51:17+00:00,I am very happy with the services and…,en,"I am very happy with the services and support provided by DPG when enrolling.
First, if it weren't for the super special price and great payment conditions, I don't know when it would be possible to take this course. I was researching with a DPG competitor (ICS Learn) and, when I asked if he could get a better discount, the attendant said to look for another company because they would never give a better discount than that but it was the best thing that happened to me. Unlike the competitor ICS, the service at DPG was first class. Super fast, efficient return, Roderick was super patient and clarified all my doubts and always presented solutions to all obstacles. I am very excited and looking forwards to start my CIPD qualification.
In these times of uncertainty, this course was all I needed to try to get a job in such a competitive market during the pandemic. Thanks to DPG for the for the attitude of offering 50% off in your qualification!",Person,,Izabel,https://uk.trustpilot.com/users/5f1aaf15f6abf0971527d366,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
71,Review,2020-07-23T08:47:33+00:00,Extremely impressed with Caitlin,en,Extremely impressed with Caitlin from DPG. She answered all my questions and efficient with putting me on the programme. I would definitely recommend DPG,Person,,Amy,https://uk.trustpilot.com/users/5f194ea4422ec97197e8f0ee,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
72,Review,2020-07-22T15:01:36+00:00,Good First Impression,en,"After being initially nervous about a blended method of learning, this is no longer the case after attending the induction session.

The online portal has a range of methods to learn for the CIPD Level 7 Diploma (presentation, videos, external websites, activities etc.) and the full day induction was a great opportunity to learn what to expect, meet other people and ask any questions.

I have been informed I can contact my facilitator by phone or email and the DPG community is available to post to other members of the team. So, so far a great first impression.",Person,,Sherrie,https://uk.trustpilot.com/users/5f1854d0ba697e196d833569,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,4
73,Review,2020-07-17T13:07:53+00:00,Great service and recommended provider…,en,Great service and recommended provider to study CIPD. Doubts on modules and assignments were cleared efficiently and  with patience. Loved the programme.,Person,,Varun,https://uk.trustpilot.com/users/5f11a29264b0054d13840185,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
74,Review,2020-07-16T08:10:49+00:00,Excellent customer service,en,Excellent customer service. Comprehensive joining instructions.,Person,,Karen Godwin,https://uk.trustpilot.com/users/5ede966c3e84d432617ef878,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,5
75,Review,2020-07-13T19:49:17+00:00,CIPD Level 5 diploma,en,"I like the course and it is very affordable compared to all the other CIPD providers.
The time to complete is flexible so easy to fit around your schedule.",Person,,Hana,https://uk.trustpilot.com/users/5f0cbabdf3092d42d27a862b,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,4
76,Review,2020-07-13T19:16:17+00:00,Good service and replied quickly to my…,en,Good service and replied quickly to my queries.,Person,,Helen Aston,https://uk.trustpilot.com/users/5e6130c784d0a1ccbda9e2e8,Thing,DPG,Organization,Trustpilot,https://uk.trustpilot.com,Rating,4
